# =============================================================================
# PDBbind refined set v2007, 1300 entries, updated on 06/06/2007
# Entries are sorted by pKd(pKi) in an increasing order
# PDB code, resolution, release year, pKd(pKi), Kd(Ki), reference, ligand name
# =============================================================================
2usn  2.20  1998   6.51  Ki=0.31uM     // 2usn.pdf (IN8)
1alw  2.03  1998   6.52  Ki=0.3uM      // 1alw.pdf (ISA)
1ct8  2.20  1999   6.52  Kd=0.3uM      // 1ct8.pdf (TAA)
1k9s  2.00  2001   6.52  Ki=0.30uM     // 1k9s.pdf (FM2)
1qy1  1.70  2004   6.52  Kd=0.3uM      // 1qy1.pdf (PRZ)
1w1d  1.50  2004   6.52  Ki=0.30uM     // 1w1d.pdf (4IP)
1zhy  1.60  2005   6.52  Kd=300nM      // 1zht.pdf (CLR)
2h4g  2.50  2006   6.52  Ki=0.3uM      // 2h4g.pdf (694)
4fiv  1.80  1999   6.52  Ki=300nM      // 1ody.pdf (1NI)
1dhj  1.80  1994   6.55  Kd=281nM      // 1dhi.pdf (MTX)
1hmr  1.40  1995   6.55  Kd=0.28uM     // 1hmr.pdf (ELA)
1n4h  2.10  2003   6.55  Ki=0.28uM     // 1n4h.pdf (REA)
1umw  1.90  2003   6.55  Kd=280nM      // 1umw.pdf (7-mer)
1yc4  1.81  2005   6.55  Kd=280nM      // 1yc1.pdf (43P)
1yda  2.10  1995   6.55  Kd=280nM      // 1yda.pdf (AZM)
2bok  1.64  2005   6.55  Ki=0.28uM     // 2bok.pdf (784)
1sld  2.30  1996   6.57  Kd=270nM      // 1sld.pdf (8-mer)
2fqy  1.90  2006   6.57  Kd=270nM      // 2fqw.pdf (ADN)
5er2  1.80  1991   6.57  Ki=0.27uM     // 2er6.pdf (6-mer)
1k1i  2.20  2001   6.58  Kd=264nM      // 1k1i.pdf (FD1)
1b58  1.80  1999   6.59  Kd=260nM      // 1qka.pdf (3-mer)
1fiv  2.00  1995   6.59  Ki=260nM      // 1fiv.pdf (9-mer)
1izi  2.15  2002   6.59  Ki=0.26uM     // 1izh.pdf (Q50)
1b38  2.00  1998   6.60  Kd=0.254uM    // 1b38.pdf (ATP)
1g7g  2.20  2001   6.60  Ki=0.25uM     // 1g7f.pdf (INX)
1jzs  2.50  2001   6.60  Ki=0.25uM     // 1jzq.pdf (MRC)
1vot  2.50  1997   6.60  Ki=250nM      // 1vot.pdf (HUP)
2euk  1.85  2006   6.60  Kd=0.25uM     // 2euk.pdf (3-mer)
2f7p  1.28  2006   6.60  Ki=0.249uM    // 2f7o.pdf (2SK)
1afk  1.70  1998   6.62  Ki=240nM      // 1afk.pdf (PAP)
1ii5  1.60  2001   6.62  Kd=240nM      // 1ii5.pdf (GLU)
1jd5  1.90  2001   6.62  Kd=0.24uM     // 1jd5.pdf (8-mer)
2j7b  1.87  2006   6.62  Kd=240nM      // 2j75.pdf (NTZ)
4er1  2.00  1991   6.62  Ki=0.242uM    // 1eed.pdf (4-mer)
1sln  2.27  1996   6.64  Ki=0.23uM     // 1sln.pdf (INH)
2d3z  1.80  2006   6.64  Ki=0.23uM     // 2d3u.pdf (FIH)
5abp  1.80  1992   6.64  Kd=0.23uM     // 5abp.pdf (GLA
2j75  1.85  2006   6.65  Kd=225nM      // 2j75.pdf (NOY)
1a4r  2.50  1999   6.66  Kd=0.22uM     // 1a4r.pdf (GNH)
1cps  2.25  1993   6.66  Ki=0.22uM     // 1cps.pdf (CPM)
1elc  1.75  1994   6.66  Ki=0.22uM     // 1elc.pdf (4-mer)
1o3p  1.81  2003   6.66  Ki=0.22uM     // 1o2g.pdf (655)
1pxp  2.30  2004   6.66  Ki=0.22uM     // 1pxm.pdf (CK8)
1c5x  1.75  2000   6.68  Ki=0.21uM     // 1c5l.pdf (ESI)
1mai  1.90  1996   6.68  Kd=210nM      // 1mai.pdf (I3P)
2fqw  1.71  2006   6.68  Kd=210nM      // 2fqw.pdf (NOS)
1b0h  1.90  1998   6.70  Kd=0.20uM     // 1b0h.pdf (3-mer)
1b3g  2.00  1998   6.70  Kd=200nM      // 1qka.pdf (3-mer)
1dfo  2.40  1999   6.70  Ki=0.2uM      // 1dfo.pdf (FFO)
1eld  1.80  1995   6.70  Ki=0.20uM     // 1eld.pdf (4-mer)
1f3e  1.85  2000   6.70  Ki=0.2uM      // 1f3e.pdf (DPZ)
1hp0  2.10  2001   6.70  Ki=0.2uM      // 1hp0.pdf (AD3)
1koj  1.90  2002   6.70  Ki=0.2uM      // 1koj.pdf (PAN)
1qy5  1.75  2003   6.70  Kd=200nM      // 1qy5.pdf (NEC)
1rdt  2.40  2004   6.70  Ki=200nM      // 1rdt.pdf (L79)
1rek  2.30  2004   6.70  Ki=200nM      // 1re8.pdf (B8L)
2eum  2.30  2006   6.70  Kd=0.2uM      // 2euk.pdf (3-mer)
2evl  2.20  2006   6.70  Kd=0.2uM      // 2euk.pdf (3-mer)
3pck  2.13  1998   6.70  Kd=0.2uM      // 3pca.pdf (NNO)
1rbp  2.00  1991   6.72  Kd=0.19uM     // 1rbp.pdf (RTL)
3gst  1.90  1993   6.72  Ki=0.19uM     // 2gst.pdf (GPR)
1wvj  1.75  2005   6.73  Ki=185nM      // 1wvj.pdf (IBC)
1add  2.40  1994   6.74  Ki=0.18uM     // 1add.pdf (1DA)
1bzh  2.10  1999   6.77  Ki=0.17uM     // 1bzc.pdf (7-mer)
1o30  1.55  2003   6.77  Ki=0.17uM     // 1o2g.pdf (693)
1o3j  1.40  2003   6.77  Ki=0.17uM     // 1o2g.pdf (334)
1o3k  1.43  2003   6.77  Ki=0.17uM     // 1o2g.pdf (334)
1om1  1.68  2004   6.77  Ki=0.17uM     // 1om1.pdf (IQA)
1ony  2.15  2003   6.77  Ki=0.17uM     // 1ony.pdf (588)
1qb1  1.80  2000   6.77  Ki=170nM      // 1qa0.pdf (974)
1fl3  2.45  2000   6.80  Kd=0.16uM     // 1fl3.pdf (SPB)
1nq7  1.50  2003   6.80  Ki=0.16uM     // 1n4h.pdf (ARL)
1p1n  1.60  2003   6.80  Kd=0.16uM     // 1p1n.pdf (KAI)
1drk  2.00  1995   6.82  Kd=0.15uM     // 1drj.pdf (RIP)
1fhd  1.90  2000   6.82  Ki=0.15uM     // 1fh7.pdf (XYS-XIM)
1jeu  1.25  1997   6.82  Kd=150nM      // 1qka.pdf (3-mer)
1k1n  2.00  2001   6.82  Kd=153nM      // 1k1i.pdf (CCR)
1lrh  1.90  2002   6.82  Kd=0.15uM     // 1lrh.pdf (NLA)
1o38  1.38  2003   6.82  Ki=0.15uM     // 1o2g.pdf (653)
1uwf  1.69  2005   6.82  Kd=0.15uM     // 1tr7.pdf (DEG)
2c94  1.90  2006   6.82  Kd=0.15uM     // 2c92.pdf (TSF)
1bhx  2.30  1998   6.84  Ki=0.145uM    // 1bhx.pdf (R56)
1bap  1.75  1992   6.85  Kd=0.14uM     // 1apb.pdf (ARA
1ele  1.80  1995   6.85  Ki=0.14uM     // 1eld.pdf (4-mer)
1g30  2.00  2001   6.85  Ki=140nM      // 1oyq.pdf (T87)
1lkk  1.00  1996   6.85  Kd=140nM      // 1lkk.pdf (5-mer)
1os5  2.20  2004   6.85  Kd=0.14uM     // 1os5.pdf (NH1)
1tvo  2.50  2005   6.85  Ki=0.14uM     // 1tvo.pdf (FRZ)
1xk9  2.10  2005   6.85  Ki=140nM      // 1xk9.pdf (P34)
1xt8  2.00  2005   6.85  Kd=0.14uM     // 1xt8.pdf (CYS)
3aid  2.50  1997   6.86  Ki=137nM      // 3aid.pdf (ARQ)
1cgl  2.40  1995   6.87  Ki=0.135uM    // 1cgl.pdf (5-mer)
1xka  2.30  1999   6.88  Ki=131nM      // 1xka.pdf (4PP)
1b3f  1.80  1998   6.89  Kd=130nM      // 1qka.pdf (3-mer)
1fh8  1.95  2000   6.89  Ki=0.13uM     // 1fh7.pdf (XYS-XIF)
1jev  1.30  1997   6.89  Kd=130nM      // 1qka.pdf (3-mer)
1sb1  1.90  2004   6.89  Ki=0.128uM    // 1sb1.pdf (165)
1uz1  2.00  2004   6.89  Ki=130nM      // 1uz1.pdf (IFL)
2bfq  1.50  2005   6.89  Kd=0.13uM     // 2bfq.pdf (APR)
2dri  1.60  1995   6.89  Kd=0.13uM     // 1drj.pdf (RIP)
2f34  1.74  2006   6.89  Kd=0.13uM     // 2f34.pdf (UBA)
1k1l  2.50  2001   6.90  Kd=125nM      // 1k1i.pdf (FD3)
1a9m  2.30  1998   6.92  Ki=119nM      // 1a9m.pdf (U0E)
1b39  2.10  1998   6.92  Kd=0.120uM    // 1b38.pdf (ATP)
1m9n  1.93  2003   6.92  Ki=0.12uM     // 1m9n.pdf (XMP)
1o2j  1.65  2003   6.92  Ki=0.12uM     // 1o2g.pdf (656)
1o2k  1.63  2003   6.92  Ki=0.12uM     // 1o2g.pdf (656)
1pkx  1.90  2004   6.92  Ki=0.12uM     // 1pkx.pdf (XMP)
1swr  1.90  1999   6.92  Kd=0.12uM     // 1swk.pdf (BTN)
2d3u  2.00  2006   6.92  Ki=0.12uM     // 2d3u.pdf (CCT)
1tcx  2.30  1996   6.95  Ki=112nM      // 1tcw.pdf (IM1)
1c5c  1.61  2000   6.96  Kd=110nM      // 1c5c.pdf (TK4)
1ent  1.90  1994   6.96  Ki=110nM      // 1epl.pdf (5-mer)
1gj8  1.64  2002   6.96  Ki=0.11uM     // 1o2g.pdf (133)
1gvw  1.00  2002   6.96  Ki=110nM      // 1gvt.pdf (5-mer)
1oyq  1.90  2003   6.96  Ki=110nM      // 1oyq.pdf (T87)
1x8j  2.35  2005   6.96  Ki=0.11uM     // 1x8j.pdf (AE2)
1ch8  2.50  1999   7.00  Ki=0.1uM      // 1ch8.pdf (GPX)
1fki  2.20  1994   7.00  Ki=100nM      // 1fkg.pdf (SB1)
1fpc  2.30  1995   7.00  Ki=0.1uM      // 1fpc.pdf (3-mer)
1gj6  1.50  2002   7.00  Ki=0.10uM     // 1o2g.pdf (132)
1is0  1.90  2002   7.00  Kd=0.1uM      // 1is0.pdf (4-mer)
1tyr  1.80  1995   7.00  Kd=0.1uM      // 1tyr.pdf (REA)
1zoh  1.81  2005   7.00  Ki=100nM      // 1zoe.pdf (K44)
2gyi  1.60  1995   7.00  Ki<=100nM     // 2gyi.pdf (HYA)
2j7g  1.91  2006   7.00  Kd=100nM      // 2j75.pdf (GI4)
1b1h  1.80  1998   7.03  Kd=0.093uM    // 1b1h.pdf (3-mer)
2aov  2.48  2005   7.04  Ki=91nM       // 2aot.pdf (C2M)
1b5i  1.90  1999   7.05  Kd=90nM       // 1qka.pdf (3-mer)
2bq7  2.20  2006   7.05  Ki=89nM       // 2boh.pdf (IID)
2jxr  2.40  1997   7.05  Ki=90nM       // 2jxr.pdf (5-mer)
1ui0  1.50  2003   7.06  Ki=88nM       // 1ui0.pdf (URA)
1ydd  2.10  1995   7.07  Kd=86nM       // 1yda.pdf (AZM)
1xpz  2.02  2005   7.08  Kd=84nM       // 1xpz.pdf (4TZ)
1lpg  2.00  2003   7.09  Ki=82nM       // 1lpg.pdf (IMA)
2bz6  1.60  2006   7.09  Ki=0.081uM    // 2bz6.pdf (346)
1b32  1.75  1998   7.10  Kd=79nM       // 1qka.pdf (3-mer)
2il2  2.24  2006   7.10  Kd=79nM       // 2iko.pdf (LIX)
1b05  2.00  1998   7.12  Kd=75nM       // 1qka.pdf (3-mer)
1b52  2.30  1999   7.12  Kd=76nM       // 1qka.pdf (3-mer)
1nz7  2.40  2003   7.12  Ki=0.076uM    // 1nz7.pdf (901)
1xd0  2.00  2004   7.12  Ki=0.075uM    // 1xcw.pdf (5SA)
1o3d  1.33  2003   7.13  Ki=0.074uM    // 1o2g.pdf (780)
2j7d  2.24  2006   7.13  Kd=74nM       // 2j75.pdf (GI1)
1elb  2.10  1994   7.15  Ki=70nM       // 1elc.pdf (4-mer)
1fch  2.20  2000   7.15  Kd=70nM       // 1fch.pdf (5-mer)
1pxn  2.50  2004   7.15  Ki=0.07uM     // 1pxm.pdf (CK6)
1zog  2.30  2005   7.15  Ki=70nM       // 1zoe.pdf (K37)
2fqx  1.70  2006   7.15  Kd=71nM       // 2fqw.pdf (GMP)
1f0u  1.90  2000   7.16  Ki=69nM       // 1ezq.pdf (RPR)
1g36  1.90  2001   7.17  Ki=67nM       // 1oyq.pdf (R11)
1o2h  1.77  2003   7.17  Ki=0.068uM    // 1o2g.pdf (CR3)
1fcx  1.47  2000   7.19  Kd=64nM       // 1fcx.pdf (184)
1gi4  1.37  2002   7.19  Ki=0.065uM    // 1ghv.pdf (122)
1me7  2.15  2003   7.19  Ki=65nM       // 1me7.pdf (RVP)
1me8  1.90  2003   7.19  Ki=65nM       // 1me7.pdf (RVP)
1q7a  1.60  2004   7.19  Kd=64nM       // 1q7a.pdf (OPB)
2j7h  1.95  2006   7.19  Kd=65nM       // 2j75.pdf (AZF)
1gvx  1.00  2002   7.22  Ki=60nM       // 1gvt.pdf (6-mer)
1sw2  2.10  2004   7.22  Kd=60nM       // 1sw1.pdf (BET)
2er6  2.00  1991   7.22  Ki=60nM       // 1epl.pdf (7-mer)
3pcj  2.13  1998   7.22  Kd=0.06uM     // 3pca.pdf (INO)
1g2l  1.90  2001   7.24  Ki=57nM       // 1g2l.pdf (T87)
1oyt  1.67  2003   7.24  Ki=0.057uM    // 1oyt.pdf (FSN)
1jet  1.20  1997   7.25  Kd=56nM       // 1qka.pdf (3-mer)
2ces  2.15  2006   7.25  Kd=56nM       // 2ceq.pdf (GIM)
1dhi  1.90  1994   7.26  Kd=55nM       // 1dhi.pdf (MTX)
1mrx  2.00  2003   7.26  Kd=55nM       // 1mrw.pdf (K57)
2f8i  1.54  2005   7.26  Kd=55nM       // 2f8i.pdf (205)
1fdq  2.10  2001   7.27  Kd=53.4nM     // 1fdq.pdf (HXA)
1b40  2.20  1999   7.28  Kd=53nM       // 1qka.pdf (3-mer)
1hii  2.30  1995   7.28  Ki=53nM       // 1hih.pdf (C20)
1kel  1.90  1996   7.28  Kd=52nM       // 1kel.pdf (AAH)
2ceq  2.14  2006   7.28  Ki=53nM       // 2ceq.pdf (GIM)
2cgr  2.20  1994   7.28  Kd=53nM       // 2cgr.pdf (GAS)
1o3h  1.53  2003   7.30  Ki=0.05uM     // 1o2g.pdf (907)
1o3i  1.51  2003   7.30  Ki=0.05uM     // 1o2g.pdf (907)
1sw1  1.90  2004   7.30  Kd=50nM       // 1sw1.pdf (PBE)
1tmn  1.90  1989   7.30  Ki=50nM       // 1tmn.pdf (3-mer)
2i3i  2.30  2006   7.30  Ki=0.05uM     // 2i3h.pdf (618)
1qf1  2.00  1999   7.32  Ki=48nM       // 1qf0.pdf (TI1)
1ydt  2.30  1997   7.32  Ki=48nM       // 1ydr.pdf (IQB)
2j7e  2.19  2006   7.32  Kd=48nM       // 2j75.pdf (GI2)
2j2u  1.90  2006   7.33  Ki=47nM       // 2j2u.pdf (GSQ)
1uw6  2.20  2004   7.34  Kd=45.2nM     // 1uv6.pdf (NCT)
2fgi  2.50  1999   7.34  Ki=45.2nM     // 2fgi.pdf (PD1)
2gv6  2.10  2006   7.34  Ki=46nM       // 2gv6.pdf (730)
1mhw  1.90  2002   7.35  Ki=45nM       // 1mhw.pdf (5-mer)
1qkb  1.80  1999   7.35  Kd=45nM       // 1qka.pdf (3-mer)
1ttm  1.95  2004   7.35  Kd=45nM       // 1ttm.pdf (667)
1swg  1.80  1998   7.36  Kd=43.9nM     // 1swg.pdf (BTN)
1b51  1.80  1999   7.37  Kd=43nM       // 1qka.pdf (3-mer)
1cnx  1.90  1995   7.37  Kd=43nM       // 1cnw.pdf (EG2)
1fao  1.80  2000   7.37  Kd=0.043uM    // 1fao.pdf (ITS)
1bxq  1.41  1998   7.38  Ki=42nM       // 1bxo.pdf (PP8)
1qf0  2.20  1999   7.38  Ki=42nM       // 1qf0.pdf (TI2)
1b11  1.90  1998   7.39  Ki=41nM       // 1b11.pdf (INT)
1d3p  2.10  2000   7.39  Kd=41nM       // 1d3d.pdf (BT3)
1b55  2.40  1999   7.40  Kd=40nM       // 1b55.pdf (ITS)
1drj  2.50  1995   7.40  Kd=0.040uM    // 1drj.pdf (RIP)
1k1m  2.20  2001   7.40  Kd=40nM       // 1k1i.pdf (FD4)
1oar  2.22  2004   7.40  Kd=40nM       // 1oar.pdf (AZN)
1owh  1.61  2003   7.40  Ki=40nM       // 1owd.pdf (239)
1r6n  2.40  2004   7.40  Kd=40nM       // 1r6n.pdf (434)
1y3g  2.10  2006   7.40  Ki=40nM       // 1y3g.pdf (3-mer)
1zoe  1.77  2005   7.40  Ki=40nM       // 1zoe.pdf (K25)
2bpy  1.90  1999   7.40  Ki=39.8nM     // 2bpv.pdf (3IN)
2er9  2.20  1991   7.40  Ki=40nM       // 2er0.pdf (8-mer)
2i3h  1.62  2006   7.40  Ki=0.04uM     // 2i3h.pdf (4-mer)
1ik4  2.00  2001   7.41  Ki=39nM       // 1ik4.pdf (PGH)
1t32  1.85  2005   7.42  Ki=38nM       // 1t31.pdf (OHH)
1b5j  1.80  1999   7.43  Kd=37nM       // 1qka.pdf (3-mer)
2bak  2.20  2005   7.43  Kd=37nM       // 2baj.pdf (AQZ)
1ciz  1.64  1999   7.44  Ki=36nM       // 1b8y.pdf (DPS)
1qb9  1.80  2000   7.44  Ki=36nM       // 1qa0.pdf (806)
1sc8  2.40  2004   7.44  Ki=0.036uM    // 1sc8.pdf (2IN)
1vzq  1.54  2005   7.44  Ki=36nM       // 1vzq.pdf (SHY)
2f7o  1.43  2006   7.44  Ki=0.036uM    // 2f7o.pdf (MSN)
2ccb  1.65  2006   7.45  Kd=35.76nM    // 2cc6.pdf (RBF)
1sqo  1.84  2004   7.46  Ki=0.035uM    // 1sqa.pdf (UI2)
1yei  1.90  1999   7.46  Kd=35nM       // 1yei.pdf (PGG)
1yej  1.85  1999   7.46  Kd=35nM       // 1yei.pdf (PNF)
5tmp  1.98  1998   7.47  Kd=34nM       // 4tmk.pdf (Z5A)
1iiq  1.83  2002   7.48  Ki=33nM       // 1iiq.pdf (6-mer)
2qwe  2.00  1998   7.48  Ki=0.033uM    // 2qwb.pdf (GNA)
2hh5  1.80  2006   7.49  Ki=0.032uM    // 2hh5.pdf (GNQ)
1lah  2.06  1995   7.52  Kd=30nM       // 1laf.pdf (ORN)
1lf2  1.80  2002   7.52  Ki=30nM       // 1lee.pdf (R37)
1lke  1.90  2003   7.52  Kd=30.2nM     // 1lke.pdf (DOG)
1mmq  1.90  1996   7.52  Ki=0.03uM     // 1mmp.pdf (RRS)
2mas  2.30  1997   7.52  Kd=30nM       // 2mas.pdf (PIR)
2f1g  1.90  2006   7.54  Ki=29nM       // 2f1g.pdf (GNF)
1k1j  2.20  2001   7.55  Kd=28nM       // 1k1i.pdf (FD2)
1lpk  2.20  2003   7.55  Ki=28nM       // 1lpg.pdf (CBB)
1tlp  2.30  1989   7.55  Ki=28nM       // 2tmn.pdf (3-mer)
1v0l  0.98  2004   7.55  Ki=0.028uM    // 1od8.pdf (XIF-XYP)
1vj9  2.40  2004   7.55  Ki=0.028uM    // 1sc8.pdf (5IN)
1a0q  2.30  1999   7.57  Ki=27nM       // 1a0q.pdf (HEP)
1d09  2.10  2000   7.57  Ki=27nM       // 1d09.pdf (PAL)
1m13  2.15  2003   7.57  Kd=27nM       // 1m13.pdf (HYF)
1q95  2.46  2004   7.57  Ki=27nM       // 1q95.pdf (PAL)
1qhc  1.70  1999   7.57  Ki=27nM       // 1qhc.pdf (PUA)
2avs  1.10  2006   7.57  Ki=27.0nM     // 2avm.pdf (MK1)
2fdp  2.50  2006   7.59  Ki=26nM       // 2fdp.pdf (FRP)
1bwa  1.90  1998   7.60  Ki=25nM       // 1bv7.pdf (XV6)
1lpz  2.40  2003   7.60  Ki=25nM       // 1lpz.pdf (CMB)
1ftm  1.70  2000   7.61  Kd=24.8nM     // 1ftj.pdf (AMQ)
1fzq  1.70  2000   7.62  Kd=24nM       // 1fzq.pdf (GDP)
1yqy  2.30  2005   7.62  Ki=24nM       // 1yqy.pdf (915)
2aoe  1.54  2006   7.62  Ki=0.024uM    // 2aoc.pdf (7-mer)
1c1r  1.37  2000   7.63  Ki=0.0235uM   // 1c1n.pdf (BAI)
1c1v  1.98  2000   7.64  Ki=0.023uM    // 1c1n.pdf (BAB)
1e5a  1.80  2000   7.64  Kd=23nM       // 1e4h.pdf (TBP)
1uvt  2.50  1997   7.64  Ki=0.023uM    // 1uvs.pdf (I48)
966c  1.90  1999   7.64  Ki=23nM       // 456c.pdf (RS2)
1f0r  2.10  2000   7.66  Ki=22nM       // 1ezq.pdf (815)
1nny  2.40  2003   7.66  Ki=22nM       // 1nl9.pdf (515)
1ppk  1.80  1994   7.66  Ki=22nM       // 1ppk.pdf (5-mer)
5fiv  1.90  1998   7.66  Ki=22nM       // 1b11.pdf (INT)
2bpv  1.90  1999   7.67  Ki=21.2nM     // 2bpv.pdf (1IN)
1o2q  1.50  2003   7.68  Ki=0.021uM    // 1o2g.pdf (991)
1t4v  2.00  2005   7.68  Ki=0.021uM    // 1t4u.pdf (14A)
1w1g  1.45  2004   7.68  Ki=0.021uM    // 1w1d.pdf (4PT)
1bai  2.40  1999   7.70  Ki=20nM       // 1bai.pdf (8-mer)
1fzm  1.80  2001   7.70  Kd=20nM       // 1fzj.pdf (8-mer)
1gno  2.30  1996   7.70  Ki=20nM       // 1gnm.pdf (U0E)
1izh  1.90  2002   7.70  Ki=0.02uM     // 1izh.pdf (Q50)
1mes  1.90  1998   7.70  Ki=20nM       // 1mer.pdf (DMP)
1oz0  2.50  2003   7.70  Kd=20nM       // 1oz0.pdf (MS1)
1s39  1.95  2004   7.70  Ki=20nM       // 1s38.pdf (AQO)
1uou  2.11  2004   7.70  Ki=20nM       // 1uou.pdf (CMU)
1vja  2.00  2004   7.70  Ki=0.020uM    // 1sc8.pdf (7IN)
2d1o  2.02  2006   7.70  Ki=0.02uM     // 2d1n.pdf (FA4)
4tmk  1.98  1998   7.70  Kd=20nM       // 4tmk.pdf (T5A)
1ajv  2.00  1997   7.72  Ki=19.1nM     // 1ajv.pdf (NMB)
1caq  1.80  1999   7.72  Ki=19nM       // 1b8y.pdf (DPS)
1cnw  2.00  1995   7.72  Kd=19nM       // 1cnw.pdf (EG1)
1j4r  1.80  2001   7.72  Ki=0.019uM    // 1j4r.pdf (001)
1oif  2.12  2003   7.72  Kd=19nM       // 1oif.pdf (IFM)
2aou  2.30  2005   7.73  Ki=18.6nM     // 2aot.pdf (CQA)
1f0s  2.10  2000   7.74  Ki=18nM       // 1ezq.pdf (PR2)
1heg  2.20  1994   7.74  Ki=18nM       // 1heg.pdf (8-mer)
1lee  1.90  2002   7.74  Ki=18nM       // 1lee.pdf (R36)
1nfu  2.05  2003   7.74  Ki=18nM       // 1nfu.pdf (RRP)
1qbo  1.80  2000   7.74  Ki=18nM       // 1qa0.pdf (711)
1qiw  2.30  2000   7.74  Kd=18nM       // 1qiv.pdf (DPD)
1rd4  2.40  2004   7.74  Kd=18.3nM     // 1rd4.pdf (L08)
1sbg  2.30  1994   7.74  Ki=18nM       // 1sbg.pdf (IM1)
1txr  2.00  2004   7.74  Ki=18nM       // 1txr.pdf (BES)
1usn  1.80  1998   7.74  Ki=0.018uM    // 1usn.pdf (IN9)
2adu  1.90  2005   7.74  Ki=18nM       // 2adu.pdf (R20)
2ccc  1.70  2006   7.76  Kd=17.57nM    // 2cc6.pdf (LFN)
1xh9  1.64  2005   7.77  Kd=17nM       // 1xh4.pdf (R69)
1u1b  2.00  2005   7.80  Kd=16nM       // 1u1b.pdf (PAX)
1v48  2.20  2004   7.80  Ki=16nM       // 1v48.pdf (HA1)
1x8t  1.90  2005   7.80  Ki=16nM       // 1x8r.pdf (RC1)
1b6h  1.80  1998   7.82  Kd=0.015uM    // 1b1h.pdf (3-mer)
1nf8  1.60  2003   7.82  Kd=0.015uM    // 1nf8.pdf (ISC)
1njs  1.98  2003   7.82  Ki=15nM       // 1njs.pdf (KEU)
1nvs  1.80  2003   7.82  Ki=15nM       // 1nvq.pdf (UCM)
2cf9  1.79  2006   7.82  Ki=0.015uM    // 2cf8.pdf (348)
2j34  2.01  2006   7.82  Ki=15nM       // 2j2u.pdf (GS6)
1a94  2.00  1999   7.85  Ki=14nM       // 1a94.pdf (8-mer)
1b8y  2.00  1999   7.85  Ki=14nM       // 1b8y.pdf (IN7)
1cny  2.30  1995   7.85  Kd=14nM       // 1cnw.pdf (EG3)
1jwt  2.50  2002   7.85  Ki=14nM       // 1jwt.pdf (BLI)
1laf  2.06  1995   7.85  Kd=14nM       // 1laf.pdf (ARG)
1lbf  2.05  2002   7.85  Kd=0.014uM    // 1lbf.pdf (137)
2gv7  2.20  2006   7.85  Ki=14nM       // 2gv6.pdf (672)
1fzo  1.80  2001   7.89  Kd=13nM       // 1fzj.pdf (9-mer)
1gj7  1.50  2002   7.89  Ki=0.013uM    // 1o2g.pdf (132)
1h2t  2.15  2002   7.89  Kd=13nM       // 1h2t.pdf (GDP-7MG)
1ajx  2.00  1997   7.91  Ki=12.2nM     // 1ajv.pdf (AH1)
1b6j  1.85  2000   7.92  Ki=12nM       // 1b6j.pdf (PI1)
1xd1  2.20  2004   7.92  Ki=0.012uM    // 1xcw.pdf (6SA)
2ewa  2.10  2006   7.94  Kd=11.5nM     // 2ewa.pdf (SB2)
1epo  2.00  1994   7.96  Ki=11nM       // 1epl.pdf (5-mer)
1g2k  1.95  2001   7.96  Ki=11nM       // 1g2k.pdf (NM1)
1hvh  1.80  1998   7.96  Ki=11nM       // 1hvh.pdf (Q82)
1o3f  1.55  2003   7.96  Ki=0.011uM    // 1o2g.pdf (696)
1a4k  2.40  1998   8.00  Kd=0.01uM     // 1a4k.pdf (FRA)
1apw  1.80  1994   8.00  Ki=10nM       // 1apv.pdf (5-mer)
1dqn  1.75  2000   8.00  Ki=10nM       // 1dqn.pdf (IMU)
1fkg  2.00  1994   8.00  Ki=10nM       // 1fkg.pdf (SB3)
1gaf  1.95  1996   8.00  Kd=10nM       // 1gaf.pdf (NPE)
1gai  1.70  1996   8.00  Ki=10nM       // 1gah.pdf (GAC)
1qin  2.00  1999   8.00  Ki=10nM       // 1qin.pdf (GIP)
1r0p  1.80  2003   8.00  Kd=10nM       // 1r0p.pdf (KSA)
1tkb  2.30  1994   8.00  Ki=10nM       // 1tka.pdf (N1T)
1vyg  2.40  2004   8.00  Kd=10nM       // 1vyf.pdf (ACD)
8abp  1.49  1991   8.00  Kd=0.010uM    // 6abp.pdf (GLA
9abp  1.97  1992   8.00  Kd=0.01uM     // 1apb.pdf (GLA
2cc7  1.80  2006   8.01  Kd=9.88nM     // 2cc6.pdf (LUM)
1b7h  2.00  1998   8.02  Kd=0.0095uM   // 1b1h.pdf (3-mer)
2cet  1.97  2006   8.02  Kd=9.6nM      // 2ceq.pdf (PGI)
5tmn  1.60  1989   8.04  Ki=9.1nM      // 4tmn.pdf (4-mer)
1hih  2.20  1995   8.05  Ki=9nM        // 1hih.pdf (C20)
1vyf  1.85  2004   8.05  Kd=9nM        // 1vyf.pdf (OLA)
2bqv  2.10  2005   8.05  Ki=9nM        // 2bqv.pdf (A1A)
1gni  2.40  2002   8.07  Kd=8.5nM      // 1gni.pdf (OLA)
1siv  2.50  1994   8.08  Ki=8.4nM      // 1siv.pdf (GLI)
6fiv  1.90  1998   8.08  Ki=8.3nM      // 1b11.pdf (INT)
1erb  1.90  1994   8.10  Kd=8nM        // 1erb.pdf (ETR)
1fzj  1.90  2001   8.10  Kd=8nM        // 1fzj.pdf (8-mer)
1ghy  1.85  2002   8.10  Ki=0.008uM    // 1ghv.pdf (121)
1l6m  2.40  2003   8.10  Kd=7.9nM      // 1l6m.pdf (DBH)
